expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2021-08-27,patuxent printing,patuxent printing,621 Keith Lane  Owings  Maryland 20736,business/group/organization,829.95,Jones  Steven R. for Calvert County Commissioner,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Yard Signs,NA
2021-08-27,calvert signs,calvert signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,business/group/organization,318,Jones  Steven R. for Calvert County Commissioner,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,vehicle signs,NA
2021-06-25,eric scott  colvin,eric scott  colvin,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,self (candidate),178.2,Colvin  Eric Voters for,media,Media - Website Development,NA,EFT,Bluehost,Electoral,Web hosting,NA
2021-07-19,eric scott  colvin,eric scott  colvin,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,self (candidate),360,Colvin  Eric Voters for,media,Media - Website Development,NA,Credit Card/Visa,GiveWP,Electoral,Wordpress addin,NA
2021-01-21,renegade productions  inc.,renegade productions  inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,business/group/organization,26913.31,Glassman  Barry Friends Of,media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2021-02-16,renegade productions  inc.,renegade productions  inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,business/group/organization,26913.31,Glassman  Barry Friends Of,media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2021-10-14,eric scott  colvin,eric scott  colvin,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,self (candidate),249,Colvin  Eric Voters for,media,Newspaper,NA,Check,The County Times,Electoral,NA,NA
2021-10-31,eric scott  colvin,eric scott  colvin,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,self (candidate),52,Colvin  Eric Voters for,media,Online Advertising,NA,Credit Card/Visa,Facebook,Electoral,NA,NA
2021-07-01,facebook  inc,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,153.39,Glassman  Barry Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,June 2021 Facebook ad charges,NA
2021-08-02,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,87.15,Glassman  Barry Friends Of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-09-02,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,149.53,Glassman  Barry Friends Of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-08-29,allsign products,allsign products,200 N. Tollgate Road  PO Box 986  Bel Air  Maryland 21014,business/group/organization,115,Glassman  Barry Friends Of,media,Graphic Design,NA,Check,NA,Electoral,Window lettering,NA
2021-10-04,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,183.29,Glassman  Barry Friends Of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-09-30,maryland federation of republican women,maryland federation of republican women,P.O. Box 6040  Annapolis  Maryland 21401,non-profit organization,300,Glassman  Barry Friends Of,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,Advertising in event brochure,NA
2021-12-01,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,520.98,Glassman  Barry Friends Of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-01-03,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,232.07,Glassman  Barry Friends Of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2021-09-16,godaddy operating company,godaddy operating company  llc,2155 E. GoDaddy Way  Tempe  Arizona 85284,business/group/organization,47.66,Leadbetter  Shannon Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-20,wix.com,wix,40 Namal  Tel Aviv  ISRAEL,business/group/organization,138,Leadbetter  Shannon Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-08,wix.com,wix,Premium Plan  New York  New York 34527,business/group/organization,162,Cox  Richard for Sheriff,media,Online Advertising,NA,EFT,NA,Electoral,on line advertising,NA
2021-02-25,squarespaces inc.,squarespaces inc.,SquareSpace.com  New York  New York 01234,business/group/organization,20,Cox  Richard for Sheriff,media,Online Advertising,NA,EFT,NA,Electoral,squarespace.com - advertising,NA
2021-12-13,anne marie gardens,anne marie gardens,13470 Dowell Road  Solomons  Maryland 20688,business/group/organization,2000,Cox  Richard for Sheriff,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Sign Donation,NA
2021-12-07,apg media chesapeake,apg media of chesapeake,29088 Air Park Drive  Easton  Maryland 21601,business/group/organization,445,Cox  Richard for Sheriff,media,Online Advertising,NA,EFT,NA,Electoral,Media Adv.,NA
2022-06-06,meta,meta,1 Hacker Way  Menlo Park  California 94025,business/group/organization,43.78,Ali  Saqib Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-06-07,meta,meta,1 Hacker Way  Menlo Park  California 94025,business/group/organization,35.35,Ali  Saqib Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-01-22,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-02-19,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-03-19,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-04-16,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-05-14,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-06-11,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-07-09,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-08-06,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-09-03,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-10-01,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-10-29,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-11-26,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-12-24,the washington post company,the washington post company,1150 15th St. NW  Washington  District Of Columbia 20071,business/group/organization,10.6,Represent Maryland PAC,media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2021-02-08,weebly  inc,weebly  inc,460 Bryant St  #100  San Francisco  Maryland 94107,business/group/organization,96,Represent Maryland PAC,media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
2021-09-16,m2 group marketing & communication,m 2 group  marketing & communications,7316 Waverly Island Road  Easton  Maryland 21601,business/group/organization,326.85,McKay  Mike Citizens to Elect,media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2021-09-17,michael wayne  mckay,michael wayne  mckay,407 Washington Street  Cumberland  Maryland 21502,self (candidate),1700,McKay  Mike Citizens to Elect,media,Radio,NA,Check,NA,Electoral,Advertising WCMD-AM,NA
2021-06-16,7th district rescue squad,7th district rescue squad,PO Box 7  Avenue  Maryland 20609,business/group/organization,250,Crosby  Brian M. Committee to Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,7th District Rescue Squad 2021 Lawnmower Races flyer and website advertisement,NA
2021-07-14,willows recreation center,willows recreation center,46961 Bradley Blvd.  Lexington Park  Maryland 20653,business/group/organization,240,Crosby  Brian M. Committee to Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
2021-12-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-11-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-10-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-09-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-08-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-07-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-06-29,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,60.09,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-03-20,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,56.69,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-02-20,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,56.69,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-01-20,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,56.69,Represent Maryland PAC,media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2021-12-07,godaddy  inc,godaddy inc,14455 Hayden Road  Scottsdale  Arizona 85260,business/group/organization,31.16,Represent Maryland PAC,media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
2021-08-07,godaddy  inc,godaddy inc,14455 Hayden Road  Scottsdale  Arizona 85260,business/group/organization,155.8,Represent Maryland PAC,media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
2021-05-27,domains priced right,domains priced right,2150 E. Warner Road  Tempe  Arizona 85284,business/group/organization,149.36,Gahler  Jeff Committee To Elect,media,Media - Website Development,NA,Debit Card,NA,Electoral,Domain renewals,NA
2021-08-09,domains priced right,domains priced right,2150 E. Warner Road  Tempe  Arizona 85284,business/group/organization,95.88,Gahler  Jeff Committee To Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-24,forever media,forever media,Port Street  Easton  Maryland 21601,business/group/organization,978,Keogh  Maureen for Judge,media,Radio,NA,Check,NA,Electoral,NA,NA
2022-02-15,sign rocket,sign rocket,340 Broadway Ave  St. Paul Park  Minnesota 55071,business/group/organization,1100,Young  Calvin Supporters of,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2021-01-21,rice consulting  llc,rice consulting  llc,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,business/group/organization,643.15,Healey  Anne Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2021-05-05,rice consulting  llc,rice consulting  llc,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,business/group/organization,112.5,Healey  Anne Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2021-05-05,rice consulting  llc,rice consulting  llc,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,business/group/organization,168,Healey  Anne Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2021-08-02,rice consulting  llc,rice consulting  llc,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,business/group/organization,168,Healey  Anne Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2021-12-29,88visual,88visual,17930 Garden Ln  Hagerstown  Maryland 21740,business/group/organization,1250,Boffman  Daryl Friends of,media,Videos,NA,Debit Card,NA,Electoral,NA,NA
2021-09-09,88visual,88visual,17930 Garden Ln  Hagerstown  Maryland 21740,business/group/organization,1125,Boffman  Daryl Friends of,media,Videos,NA,Debit Card,NA,Electoral,NA,NA
2021-08-03,88visual,88visual,17930 Garden Ln  Hagerstown  Maryland 21740,business/group/organization,2500,Boffman  Daryl Friends of,media,Videos,NA,Debit Card,NA,Electoral,NA,NA
2021-11-01,wix.com,wix,500 Terry Francois Blvd  San Fransisco  California 94518,business/group/organization,282,Peed  Jesse A.  Citizens for  for Senate,media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2021-11-01,wix.com,wix,500 Terry Francois Blvd  San Fransisco  California 94518,business/group/organization,34.29,Peed  Jesse A.  Citizens for  for Senate,media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-05-05,facebook inc,facebook,1 Hackey Way  Menlo Park  California 94025,business/group/organization,10,Paschall  Patrick Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,Online Outreach,NA
2022-06-14,facebook,facebook,1 Hacker Way  Menlo Park  Maryland 94025,business/group/organization,28.83,Waldstreicher  Jeff Friends Of,media,Online Advertising,NA,Check,Jeff Waldstreicher,Electoral,NA,NA
2021-01-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-01-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-02-16,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-02-22,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-04-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-04-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-05-17,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-05-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-06-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-07-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-07-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-16,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-23,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-09-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-09-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-11-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-03-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-12-15,zoom video communications  inc.,zoom video communications  inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,business/group/organization,14.99,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-12-21,campaign partner,campaign partner,PO Box 118  Still River  Massachusetts 01467,business/group/organization,49,Davis  Debra Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-04,square inc,square inc,1455 Market St  San Fransisco  California 94103,business/group/organization,30.74,Washington  Mary People Uniting to Elect,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-11-08,google service apps,google service apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,business/group/organization,31.8,Hester  Katie (Kathryn) Fry Friends of,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-11-09,mailchimp,mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,83.94,Hester  Katie (Kathryn) Fry Friends of,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-01-04,webixi  inc,webixi  inc,P.O. Box 511  Churchville  Maryland 21028,business/group/organization,1800,Gallion  Jason Friends of,media,Consulting Fees - Media,NA,Electronic Check,NA,Electoral,NA,NA
2022-01-07,jason charles  gallion,jason charles  gallion,PO Box 326  Churchvlle  Maryland 21028,self (candidate),360,Gallion  Jason Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2021-08-30,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,35.51,Burkett  Charles Citizens for,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ad,NA
2022-07-12,facebook,facebook,575 7th St NW  Washington  District Of Columbia 20004,business/group/organization,-108.28,Jackson  Branndon Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-08-15,wix,wix,500 Tery A Francois Blvd Fl  San Francisco  California 94158,business/group/organization,-56.86,Jackson  Branndon Friends of,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
2021-09-30,facebook  inc.,facebook,1 Facebook Way  Menlo Park  California 94025,business/group/organization,109.49,Burkett  Charles Citizens for,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-06,jennifer johnson,jennifer johnson,90 Russell Street  Annapolis  Maryland 21401,individual,100,Keogh  Maureen for Judge,media,Book/Brochure Advertising,NA,Check,Post haste mailing,Electoral,NA,NA
2021-08-18,friends of chaz packan,friends of chaz packan,6539 North Shore Way  New Market  Maryland 21774,business/group/organization,600.3,Packan Charles Friends for County Council (District 4),media,Media - Website Development,NA,Check,KW Photography and d,Electoral,NA,NA
2021-10-15,godaddy.com llc,godaddy.com llc,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,business/group/organization,44.52,Reznik  Kirill Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-01,web editor design services,web editor design services,P. O. Box 1595  Amherst  New York 14226,business/group/organization,105,Reznik  Kirill Friends Of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-12-10,human age digital,human age digital,2700 Post Oak Blvd  21st Floor  Houston  Texas 77056,business/group/organization,1475,Wilkins  Jheanelle Friends of,media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
2021-10-06,e plus graphics & promotions,e plus graphics & promotions,515 B East Main Street  Emmitsburg  Maryland 21727,business/group/organization,500,Valentine  William Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-02-01,verizon wireless,verizon wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,business/group/organization,2.99,Harrison  Andrea Friends Of,media,Phones / Robo calls,NA,Electronic Check,NA,Electoral,NA,NA
2022-04-22,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,165.83,Bennett  Jacob Vote for,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-08,millennial marketing agency,millennial marketing agency,10509 Willow Run Ct  La Pl  Maryland 20646,business/group/organization,400,Proctor  Sarah For The People,media,Online Advertising,NA,Check,NA,Electoral,Millennial Marketing created an event page for Fundraiser on face book and website:  thepeopleforsarahproctor.com and Elect Sarah Proctor Circuit Court - Facebook.,NA
2021-05-11,gkca 4th of july parade,gkca 4th of july parade,11 Kings Glen Ct  Kingsville  Maryland 21087,business/group/organization,50,Geelhaar  Glen Friends of,media,Book/Brochure Advertising,NA,Check,NA,Electoral,quarter page Glen Geelhaar for Delegate Parade Book ad,NA
2021-06-05,hillcrest swim club,hillcrest swim club,7500 Queen Anne Dr  Parkville  Maryland 21234,business/group/organization,200,Geelhaar  Glen Friends of,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Banner Ad to be displayed on Fence until Labor Day,NA
2021-08-23,squarespace,squarespace,225 Varick Street  12th Floor  NY  New York 10014,business/group/organization,20,Munoz  Rachel Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-19,get set marketing,get set marketing,207 Worthington St  Springfield  Massachusetts 01103,business/group/organization,980.56,Munoz  Rachel Friends of,media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,Graphic Design  Rack Cards  Postcards,NA
2021-09-07,get set marketing,get set marketing,207 Worthington St  Springfield  Massachusetts 01103,business/group/organization,190,Munoz  Rachel Friends of,media,Graphic Design,NA,Debit Card,NA,Electoral,Logo,NA
2021-10-21,phil tran public relations  llc,phil tran public relations  llc,111 Merlot Street  Millersville  Maryland 21108,business/group/organization,50,Munoz  Rachel Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,Facebook Page,NA
2021-12-14,squarespace,squarespace,225 Varick Street  12th Floor  NY  New York 10014,business/group/organization,6.36,Munoz  Rachel Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-01-21,danielle  mccray,danielle  mccray,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,self (candidate),168.38,McCray  Danielle Friends of,media,Media - Website Development,NA,Check,NA,Electoral,REIMBURSEMENT FOR SERVER AND DOMAIN RENEWAL,NA
2021-06-28,danielle  mccray,danielle  mccray,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,self (candidate),118.68,McCray  Danielle Friends of,media,Online Advertising,NA,Check,NA,Electoral,REIMBURSEMENT FOR MAILCHIMP SERVICE,NA
2021-11-30,danielle  mccray,danielle  mccray,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,self (candidate),149.9,McCray  Danielle Friends of,media,Videos,NA,Check,NA,Electoral,REIMBURSEMENT FOR ZOOM ANNUAL SUBSCRIPTION,NA
2022-03-10,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,5,Yang  Julie Friends of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-04-01,facebook,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,2.46,Yang  Julie Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-04,bitly,bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,business/group/organization,35,Sesker  Everett Citizens For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-02,bitly,bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,business/group/organization,35,Sesker  Everett Citizens For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-12-02,bitly,bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,business/group/organization,35,Sesker  Everett Citizens For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-11-04,envato usa inc.,envato usa inc,215 South State Street  Suite 1200  Salt Lake City  Utah 84111,business/group/organization,71,Foley  Linda Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-11-08,wp bakery page builder,wp bakery page builder,Stasinou  1 Mitsi Building 1  1st Floor  Office 4  Plateia Eleftherias  Nicosia  CYPRUS,business/group/organization,56,Foley  Linda Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-11-12,bluehost inc.,bluehost inc.,10 Corporate Drive  Suite 300  Burlington  Massachusetts 01803,business/group/organization,76.07,Foley  Linda Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-01,zest social media solutions,zest social media solutions,215 Washington Ave  Suite LLZ  Towson  Maryland 21204,business/group/organization,169.6,Judges  Baltimore County Sitting  Slate,media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2022-01-31,wix,wix,500 Terry A. Francois Boulevard  San Francisco  California 94158,business/group/organization,72,Sayles For Montgomery County,media,Media - Website Development,NA,Debit Card,NA,Electoral,Webhosting,NA
2022-01-06,financial innovations  inc.,financial innovations  inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,business/group/organization,536.11,Perez  Tom for Maryland,media,Media - Website Development,NA,Check,NA,Electoral,Webstore Development,NA
2021-09-08,jmore,jmore,3600 Clipper Mill Rd  Ste 300  Baltimore  Maryland 21211,business/group/organization,450,Perez  Tom for Maryland,media,Online Advertising,NA,Check,NA,Electoral,Online Advertising,NA
2021-07-30,kathy osborne design,kathy osborne design,9230 Hobnail Court  Columbia  Maryland 21045,business/group/organization,361.25,Howard Progressive Project PAC,media,Graphic Design,NA,Check,NA,Electoral,NA,NA
